# Dataset: GaAs Solar Cell – Relative Reflectance Spectrum
# Source:
# Danica Žilková, Jiří Šilha, Pavel Vojtek, Julian Rodriguez-Villamizar, Julia de León,
# Pavol Matlovič, Katarína Sabolová, Thomas Schildknecht, Juraj Tóth, Robert László,
# Connecting laboratory and spectroscopic observations of aerospace materials to characterize the reflectivity of artificial space objects and debris in LEO regimes,
# Acta Astronautica,
# Volume 236,
# 2025,
# Pages 479–486,
# ISSN 0094-5765,
# https://doi.org/10.1016/j.actaastro.2025.07.003
# Figure/Table: Fig. 3a–b (GaAs solar cell spectrum)
# Measurement Geometry: direct illumination laboratory setup, sample facing light source and spectrograph
# Measurement Environment: laboratory; tungsten–halogen lamp; OceanOptics spectrometer
# Notes: gallium-arsenide (GaAs) solar cell; anti-reflection coated photovoltaic surface; reflectance measured relative to silicon reference and normalized (typically at 550 nm); relative reflectance (not DHR); data digitized from published figure
# Columns: wavelength_nm, relative_reflectance


883.9285714285714, 0.3858998144712429
884.5238095238095, 0.4044526901669759
886.3095238095239, 0.423005565862709
887.5, 0.44155844155844154
887.4999999999999, 0.4619666048237475
888.6904761904761, 0.4805194805194806
889.8809523809524, 0.49907235621521334
890.4761904761905, 0.5176252319109463
891.0714285714287, 0.5380333951762523
891.6666666666667, 0.556586270871985
891.6666666666666, 0.5751391465677179
892.2619047619048, 0.5955473098330241
892.8571428571429, 0.6141001855287571
893.452380952381, 0.6345083487940631
893.452380952381, 0.6549165120593692
894.047619047619, 0.6734693877551021
894.047619047619, 0.693877551020408
894.047619047619, 0.7124304267161411
894.047619047619, 0.7309833024118736
894.6428571428571, 0.7513914656771801
895.2380952380952, 0.7699443413729128
895.2380952380952, 0.790352504638219
895.8333333333334, 0.808905380333952
895.8333333333333, 0.8274582560296847
895.8333333333333, 0.8460111317254176
896.4285714285714, 0.8664192949907235
896.4285714285714, 0.8664192949907235
896.4285714285713, 0.8868274582560296
897.0238095238096, 0.9053803339517624
897.0238095238096, 0.9257884972170688
897.0238095238096, 0.9443413729128016
897.0238095238096, 0.9647495361781074
897.0238095238096, 0.9833024118738406
